Preferred Semantics - Average,Categoriser - Average,Grounded Semantics - Average,GroundTruth
4.0,4.0,4.0,3.0
2.0,2.0,2.0,4.0
1.0,1.0,1.0,3.0
3.0,3.0,3.0,4.0
3.0,3.0,3.0,4.0
1.0,1.0,1.0,3.0
2.666666666,2.666666666,2.666666666,4.0
3.333333333,3.333333333,3.333333333,3.0
3.5,3.5,3.5,4.0
1.0,1.0,1.0,3.0
1.0,1.0,1.0,3.0
3.0,3.0,3.0,3.0
1.666666666,1.666666666,1.666666666,2.0
1.0,1.0,1.0,2.0
3.0,3.0,3.0,4.0
,,,4.0
2.0,2.0,2.0,2.0
1.0,1.0,1.0,4.0
3.0,3.0,3.0,2.0
2.0,2.0,2.0,3.0
3.0,3.0,3.0,3.0
2.0,2.0,2.0,1.0
3.0,3.0,3.0,2.0
3.0,3.0,3.0,4.0
2.0,2.0,2.0,3.0
1.0,1.0,1.0,1.0
2.5,2.5,2.5,4.0
2.666666666,2.666666666,2.666666666,2.0
1.0,1.0,1.0,3.0
1.0,1.0,1.0,2.0
3.5,3.5,3.5,1.0
2.5,2.5,2.5,2.0
2.8,2.8,2.8,3.0
4.0,4.0,4.0,3.0
1.0,1.0,1.0,3.0
2.75,2.75,2.75,4.0
1.5,1.5,1.5,4.0
1.0,1.0,1.0,3.0
1.0,1.0,1.0,3.0
2.0,2.0,2.0,3.0
4.0,4.0,4.0,4.0
2.0,2.0,2.0,3.0
2.5,2.5,2.5,3.0
1.0,1.0,1.0,3.0
,,,4.0
3.5,3.5,3.5,3.0
2.5,2.5,2.5,4.0
3.666666666,3.666666666,3.666666666,4.0
3.0,3.0,3.0,4.0
,,,4.0
3.666666666,3.666666666,3.666666666,2.0
,,,4.0
3.5,3.5,3.5,3.0
4.0,4.0,4.0,4.0
3.5,3.5,3.5,3.0
1.0,1.0,1.0,4.0
2.6,2.6,2.6,2.0
3.0,3.0,3.0,2.0
3.5,3.5,3.5,2.0
1.5,1.5,1.5,2.0
1.0,1.0,1.0,3.0
3.0,3.0,3.0,4.0
1.0,1.0,1.0,3.0
3.0,3.0,3.0,2.0
3.666666666,3.666666666,3.666666666,2.0
2.0,2.0,2.0,4.0
4.0,4.0,4.0,3.0
1.0,1.0,1.0,3.0
1.0,1.0,1.0,3.0
3.0,3.0,3.0,2.0
4.0,4.0,4.0,3.0
4.0,4.0,4.0,4.0
2.666666666,2.666666666,2.666666666,1.0
3.5,3.5,3.5,2.0
3.0,3.0,3.0,3.0
3.666666666,3.666666666,3.666666666,1.0
1.0,1.0,1.0,3.0
3.333333333,3.333333333,3.333333333,4.0
3.0,3.0,3.0,2.0
3.333333333,3.333333333,3.333333333,2.0
4.0,4.0,4.0,2.0
3.0,3.0,3.0,3.0
3.0,3.0,3.0,3.0
3.0,3.0,3.0,2.0
,,,4.0
3.666666666,3.666666666,3.666666666,3.0
,,,4.0
2.0,2.0,2.0,4.0
4.0,4.0,4.0,2.0
1.0,1.0,1.0,4.0
1.0,1.0,1.0,3.0
3.0,3.0,3.0,3.0
3.0,3.0,3.0,3.0
3.0,3.0,3.0,3.0
3.666666666,3.666666666,3.666666666,2.0
3.5,3.5,3.5,1.0
3.0,3.0,3.0,3.0
2.666666666,2.666666666,2.666666666,4.0
1.0,1.0,1.0,2.0
3.0,3.0,3.0,4.0
3.666666666,3.666666666,3.666666666,4.0
1.0,1.0,1.0,3.0
2.666666666,2.666666666,2.666666666,4.0
2.8,2.8,2.8,2.0
3.666666666,3.666666666,3.666666666,2.0
3.666666666,3.666666666,3.666666666,3.0
2.5,2.5,2.5,3.0
1.666666666,1.666666666,1.666666666,3.0
4.0,4.0,4.0,3.0
4.0,4.0,4.0,4.0
3.2,3.2,3.2,3.0
1.0,1.0,1.0,2.0
3.0,3.0,3.0,4.0
3.0,3.0,3.0,4.0
1.0,1.0,1.0,4.0
1.0,1.0,1.0,2.0
1.0,1.0,1.0,4.0
3.5,3.5,3.5,4.0
3.25,3.25,3.25,2.0
3.5,3.5,3.5,2.0
3.0,3.0,3.0,3.0
2.666666666,2.666666666,2.666666666,3.0
3.0,3.0,3.0,4.0
4.0,4.0,4.0,2.0
3.5,3.5,3.5,2.0
2.0,2.0,2.0,3.0
1.666666666,1.666666666,1.666666666,3.0
3.666666666,3.666666666,3.666666666,1.0
,,,4.0
,,,4.0
1.0,1.0,1.0,2.0
3.5,3.5,3.5,2.0
3.0,3.0,3.0,3.0
1.0,1.0,1.0,3.0
3.5,3.5,3.5,3.0
3.666666666,3.666666666,3.666666666,3.0
1.0,1.0,1.0,3.0
2.666666666,2.666666666,2.666666666,3.0
,,,4.0
3.666666666,3.666666666,3.666666666,1.0
1.0,1.0,1.0,3.0
1.0,1.0,1.0,2.0
3.2,3.2,3.2,4.0
3.333333333,3.333333333,3.333333333,3.0
1.0,1.0,1.0,4.0
2.666666666,2.666666666,2.666666666,3.0
2.8,2.8,2.8,2.0
2.6,2.6,2.6,3.0
1.0,1.0,1.0,2.0
3.5,3.5,3.5,3.0
1.0,1.0,1.0,4.0
3.333333333,3.333333333,3.333333333,4.0
,,,4.0
3.5,3.5,3.5,3.0
3.666666666,3.666666666,3.666666666,4.0
3.5,3.5,3.5,2.0
1.0,1.0,1.0,3.0
3.666666666,3.666666666,3.666666666,3.0
3.0,3.0,3.0,3.0
3.0,3.0,3.0,2.0
3.0,3.0,3.0,4.0
3.666666666,3.666666666,3.666666666,3.0
2.666666666,2.666666666,2.666666666,4.0
3.5,3.5,3.5,3.0
3.0,3.0,3.0,4.0
3.5,3.5,3.5,3.0
2.8,2.8,2.8,3.0
4.0,4.0,4.0,4.0
,,,3.0
2.666666666,2.666666666,2.666666666,3.0
3.0,3.0,3.0,4.0
3.5,3.5,3.5,4.0
3.0,3.0,3.0,2.0
3.0,3.0,3.0,4.0
,,,4.0
3.5,3.5,3.5,3.0
1.0,1.0,1.0,3.0
4.0,4.0,4.0,3.0
3.0,3.0,3.0,2.0
3.666666666,3.666666666,3.666666666,1.0
3.5,3.5,3.5,3.0
4.0,4.0,4.0,4.0
3.666666666,3.666666666,3.666666666,3.0
3.5,3.5,3.5,3.0
4.0,4.0,4.0,4.0
3.5,3.5,3.5,3.0
3.5,3.5,3.5,4.0
3.5,3.5,3.5,3.0
1.0,1.0,1.0,4.0
2.0,2.0,2.0,4.0
2.8,2.8,2.8,2.0
4.0,4.0,4.0,3.0
3.0,3.0,3.0,3.0
3.0,3.0,3.0,1.0
3.5,3.5,3.5,3.0
3.5,3.5,3.5,4.0
3.666666666,3.666666666,3.666666666,4.0
1.0,1.0,1.0,2.0
2.75,2.75,2.75,3.0
3.25,3.25,3.25,4.0
3.666666666,3.666666666,3.666666666,2.0
3.0,3.0,3.0,3.0
1.0,1.0,1.0,4.0
3.2,3.2,3.2,4.0
1.0,1.0,1.0,4.0
3.75,3.75,3.75,3.0
3.75,3.75,3.75,1.0
3.5,3.5,3.5,3.0
1.0,1.0,1.0,4.0
1.0,1.0,1.0,2.0
1.0,1.0,1.0,2.0
2.666666666,2.666666666,2.666666666,3.0
3.5,3.5,3.5,4.0
4.0,4.0,4.0,3.0
,,,4.0
1.0,1.0,1.0,4.0
1.0,1.0,1.0,3.0
3.666666666,3.666666666,3.666666666,4.0
3.5,3.5,3.5,4.0
3.5,3.5,3.5,3.0
2.5,2.5,2.5,3.0
,,,4.0
2.8,2.8,2.8,4.0
1.0,1.0,1.0,2.0
,,,4.0
3.5,3.5,3.5,3.0
3.0,3.0,3.0,3.0
3.25,3.25,3.25,2.0
2.5,2.5,2.5,2.0
2.666666666,2.666666666,2.666666666,2.0
3.0,3.0,3.0,2.0
1.0,1.0,1.0,2.0
3.5,3.5,3.5,2.0
3.0,3.0,3.0,2.0
,,,4.0
1.0,1.0,1.0,4.0
3.0,3.0,3.0,2.0
2.0,2.0,2.0,3.0
4.0,4.0,4.0,4.0
4.0,4.0,4.0,2.0
3.666666666,3.666666666,3.666666666,2.0
4.0,4.0,4.0,3.0
,,,4.0
2.5,2.5,2.5,2.0
1.0,1.0,1.0,4.0
1.0,1.0,1.0,4.0
3.5,3.5,3.5,2.0
,,,4.0
1.0,1.0,1.0,2.0
3.5,3.5,3.5,2.0
1.0,1.0,1.0,2.0
1.0,1.0,1.0,4.0
1.0,1.0,1.0,3.0
1.0,1.0,1.0,3.0
4.0,4.0,4.0,2.0
3.5,3.5,3.5,4.0
,,,2.0
4.0,4.0,4.0,2.0
1.0,1.0,1.0,3.0
1.0,1.0,1.0,4.0
4.0,4.0,4.0,1.0
4.0,4.0,4.0,4.0
,,,2.0
1.0,1.0,1.0,3.0
1.0,1.0,1.0,4.0
3.0,3.0,3.0,4.0
2.0,2.0,2.0,3.0
1.0,1.0,1.0,4.0
3.0,3.0,3.0,4.0
3.666666666,3.666666666,3.666666666,2.0
2.5,2.5,2.5,3.0
1.0,1.0,1.0,4.0
2.5,2.5,2.5,3.0
,,,3.0
4.0,4.0,4.0,3.0
1.0,1.0,1.0,4.0
1.0,1.0,1.0,3.0
1.0,1.0,1.0,1.0
3.2,3.2,3.2,2.0
4.0,4.0,4.0,2.0
4.0,4.0,4.0,3.0
1.0,1.0,1.0,3.0
1.0,1.0,1.0,3.0
3.75,3.75,3.75,3.0
1.0,1.0,1.0,2.0
1.0,1.0,1.0,4.0
1.0,1.0,1.0,3.0
2.333333333,2.333333333,2.333333333,4.0
1.0,1.0,1.0,4.0
3.0,3.0,3.0,4.0
4.0,4.0,4.0,1.0
,,,3.0
,,,3.0
4.0,4.0,4.0,3.0
2.5,2.5,2.5,4.0
,,,4.0
2.0,2.0,2.0,3.0
,,,2.0
,,,3.0
,,,4.0
2.0,2.0,2.0,4.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,2.0
2.666666666,2.666666666,2.666666666,4.0
1.0,1.0,1.0,4.0
1.0,1.0,1.0,2.0
3.5,3.5,3.5,2.0
1.0,1.0,1.0,4.0
3.5,3.5,3.5,3.0
1.0,1.0,1.0,4.0
2.666666666,2.666666666,2.666666666,3.0
2.5,2.5,2.5,3.0
1.0,1.0,1.0,4.0
2.5,2.5,2.5,3.0
1.0,1.0,1.0,3.0
3.5,3.5,3.5,3.0
3.75,3.75,3.75,3.0
3.0,3.0,3.0,3.0
2.5,2.5,2.5,3.0
3.333333333,3.333333333,3.333333333,3.0
,,,3.0
3.5,3.5,3.5,4.0
1.0,1.0,1.0,3.0
3.5,3.5,3.5,3.0
3.5,3.5,3.5,4.0
